,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,term_deposit
1008,20,student,married,unknown,no,292,no,no,cellular,5,aug,2,93,1,failure,yes
1009,36,entrepreneur,single,secondary,no,296,no,no,cellular,30,jul,2,-1,0,unknown,no
1010,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,2,-1,0,unknown,yes
1011,47,technician,married,secondary,no,335,no,no,cellular,4,may,1,76,1,success,yes
1012,39,technician,married,secondary,no,13165,yes,yes,cellular,22,aug,4,-1,0,unknown,no
1013,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,1,365,9,other,yes
1014,31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,4,-1,0,unknown,yes
1015,51,entrepreneur,married,tertiary,no,267,yes,no,unknown,30,may,1,-1,0,unknown,no
1016,46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,1,394,2,failure,yes
1017,32,management,single,tertiary,no,207,yes,no,cellular,2,feb,1,-1,0,unknown,no
1018,46,technician,married,secondary,no,0,no,no,unknown,20,jun,1,-1,0,unknown,no
1019,34,services,married,secondary,no,0,yes,no,cellular,29,jul,3,-1,0,unknown,no
1020,51,management,married,secondary,no,873,no,no,cellular,29,jan,1,-1,0,unknown,no
1021,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1,-1,0,unknown,yes
1022,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1,-1,0,unknown,yes
1023,47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,4,275,3,failure,no
1024,36,blue-collar,divorced,secondary,no,-59,yes,no,unknown,28,may,1,-1,0,unknown,no
1025,42,management,single,tertiary,no,11008,no,no,cellular,28,jul,6,405,1,success,yes
1026,25,student,single,secondary,no,203,no,no,cellular,4,may,1,-1,0,unknown,no
1027,43,technician,single,tertiary,no,1154,no,no,cellular,15,jul,11,-1,0,unknown,no
1028,58,blue-collar,divorced,unknown,no,55,yes,no,cellular,31,jul,8,-1,0,unknown,no
1029,46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,4,-1,0,unknown,yes
1030,41,management,married,tertiary,no,5936,no,no,cellular,29,aug,11,-1,0,unknown,no
1031,30,unemployed,married,tertiary,no,4696,yes,no,cellular,25,jul,1,-1,0,unknown,no
1032,37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,4,-1,0,unknown,yes
1033,56,management,married,primary,no,1172,no,no,unknown,9,jun,3,-1,0,unknown,no
1034,60,blue-collar,married,primary,no,3230,no,no,unknown,11,jun,4,-1,0,unknown,no
1035,38,blue-collar,married,secondary,no,422,yes,no,cellular,11,may,3,-1,0,unknown,no
1036,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,2,-1,0,unknown,yes
1037,45,admin.,married,secondary,no,251,yes,no,cellular,19,aug,2,-1,0,unknown,no
1038,52,technician,married,secondary,no,2079,no,no,cellular,6,aug,2,-1,0,unknown,no
1039,42,services,married,secondary,no,0,yes,no,cellular,9,jul,1,-1,0,unknown,no
1040,52,self-employed,married,primary,no,-107,yes,yes,unknown,20,jun,2,-1,0,unknown,no
1041,28,technician,single,secondary,no,313,no,no,cellular,9,feb,2,-1,0,unknown,yes
1042,55,retired,married,primary,no,150,no,no,cellular,8,jul,1,-1,0,unknown,no
1043,28,services,single,secondary,no,-221,no,yes,cellular,23,jul,12,-1,0,unknown,no
1044,33,services,married,secondary,no,90,yes,no,cellular,28,jul,2,-1,0,unknown,no
1045,39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,2,-1,0,unknown,yes
1046,31,technician,single,secondary,no,2544,no,no,cellular,12,jan,1,279,2,success,yes
1047,26,management,single,tertiary,no,828,yes,no,cellular,17,aug,1,199,1,failure,yes
1048,38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,13,-1,0,unknown,no
1049,41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,2,-1,0,unknown,yes
1050,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,2,-1,0,unknown,yes
1051,51,management,divorced,secondary,no,-175,yes,yes,unknown,23,may,1,-1,0,unknown,no
1052,47,management,married,tertiary,no,682,no,no,cellular,18,aug,6,-1,0,unknown,yes
1053,32,services,married,secondary,no,393,no,no,cellular,6,apr,2,266,2,failure,no
1054,36,services,married,secondary,no,30,no,yes,cellular,8,jul,5,-1,0,unknown,yes
1055,32,management,single,tertiary,no,2465,no,no,cellular,13,aug,1,-1,0,unknown,yes
1056,45,housemaid,married,primary,no,8692,yes,no,cellular,14,oct,1,-1,0,unknown,no
1057,62,retired,married,secondary,no,1495,no,no,cellular,2,feb,1,-1,0,unknown,yes
1058,49,services,married,secondary,no,202,yes,no,cellular,17,nov,2,104,1,failure,yes
1059,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1,-1,0,unknown,yes
1060,37,admin.,single,secondary,no,31,yes,no,cellular,18,may,9,-1,0,unknown,no
1061,47,admin.,single,tertiary,no,1192,yes,no,unknown,15,may,2,-1,0,unknown,no
1062,52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,1,-1,0,unknown,yes
1063,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,2,-1,0,unknown,no
1064,38,blue-collar,divorced,secondary,no,-2093,yes,yes,unknown,9,jul,3,-1,0,unknown,no
1065,58,retired,married,secondary,no,983,no,no,cellular,5,aug,1,-1,0,unknown,no
1066,43,services,married,secondary,no,-416,yes,yes,cellular,11,may,1,301,3,failure,no
1067,31,management,married,tertiary,no,315,no,no,cellular,29,aug,4,-1,0,unknown,no
1068,29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,1,-1,0,unknown,yes
1069,22,student,single,secondary,no,948,no,no,telephone,18,aug,1,197,2,failure,yes
1070,32,unemployed,single,secondary,no,0,no,no,cellular,27,may,2,-1,0,unknown,no
1071,59,retired,married,secondary,no,1035,yes,yes,cellular,1,apr,2,239,1,failure,no
1072,29,admin.,single,secondary,no,266,yes,no,cellular,6,may,1,-1,0,unknown,yes
1073,70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,1,-1,0,unknown,yes
1074,39,blue-collar,single,secondary,no,290,yes,no,cellular,5,may,1,336,1,other,no
1075,39,management,married,tertiary,no,151,yes,no,unknown,21,may,1,-1,0,unknown,no
1076,29,student,single,secondary,no,459,no,no,cellular,15,dec,3,189,19,other,yes
1077,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,1,-1,0,unknown,yes
1078,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,3,-1,0,unknown,no
1079,32,services,married,secondary,no,172,yes,no,unknown,28,may,3,-1,0,unknown,no
1080,40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,4,-1,0,unknown,no
1081,26,student,single,secondary,no,85,yes,no,unknown,8,may,2,-1,0,unknown,no
1082,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,4,-1,0,unknown,yes
1083,42,technician,single,secondary,no,275,no,no,cellular,29,jul,3,-1,0,unknown,no
1084,41,self-employed,married,primary,no,204,no,no,cellular,13,aug,7,-1,0,unknown,no
1085,49,management,divorced,tertiary,no,169,yes,no,unknown,28,may,1,-1,0,unknown,no
1086,46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,2,-1,0,unknown,yes
1087,51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,4,-1,0,unknown,yes
1088,48,services,married,secondary,no,975,yes,yes,cellular,15,may,2,-1,0,unknown,no
1089,50,technician,married,secondary,no,73,no,no,unknown,7,may,1,-1,0,unknown,no
1090,50,management,married,secondary,no,1165,no,no,cellular,16,jul,1,-1,0,unknown,yes
1091,32,blue-collar,married,secondary,no,112,yes,no,cellular,20,apr,1,321,1,other,no
1092,56,management,married,tertiary,no,424,yes,yes,cellular,20,nov,5,-1,0,unknown,no
1093,30,student,single,tertiary,no,3300,no,no,cellular,21,nov,1,-1,0,unknown,yes
1094,53,management,married,tertiary,no,1624,no,no,cellular,30,apr,3,84,3,success,yes
1095,42,technician,married,secondary,no,-470,yes,yes,cellular,23,jul,10,-1,0,unknown,no
1096,38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,15,-1,0,unknown,no
1097,32,management,single,tertiary,no,769,no,no,cellular,29,aug,2,-1,0,unknown,yes
1098,32,services,single,secondary,no,2615,no,no,cellular,19,nov,1,-1,0,unknown,yes
1099,33,technician,single,secondary,no,145,yes,no,cellular,29,jan,2,-1,0,unknown,no
1100,49,admin.,married,secondary,no,182,yes,no,cellular,2,apr,1,331,2,failure,no
1101,59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,2,-1,0,unknown,yes
1102,49,services,married,secondary,no,271,yes,yes,cellular,12,may,2,330,2,other,no
1103,46,blue-collar,married,primary,no,633,yes,no,unknown,12,may,10,-1,0,unknown,no
1104,58,services,married,secondary,no,74,no,no,cellular,29,aug,2,-1,0,unknown,no
1105,28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,1,79,3,success,no
1106,43,admin.,married,secondary,no,132,no,no,cellular,17,mar,1,-1,0,unknown,yes
1107,53,admin.,married,secondary,no,578,no,no,cellular,29,aug,2,-1,0,unknown,no
1108,29,management,single,tertiary,no,2389,no,no,cellular,4,jun,3,-1,0,unknown,no
1109,30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,1,-1,0,unknown,yes
1110,43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,3,-1,0,unknown,no
1111,51,services,divorced,secondary,no,234,no,no,cellular,9,jul,3,-1,0,unknown,no
1112,32,management,single,tertiary,no,0,no,no,cellular,4,may,2,-1,0,unknown,no
1113,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,2,-1,0,unknown,yes
1114,40,management,single,tertiary,no,402,yes,no,unknown,30,may,3,-1,0,unknown,no
1115,27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,2,97,7,success,yes
1116,30,management,single,tertiary,no,812,no,no,cellular,12,aug,4,-1,0,unknown,no
1117,38,services,married,secondary,no,208,yes,no,unknown,7,may,1,-1,0,unknown,no
1118,33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1,141,3,other,yes
1119,43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,2,-1,0,unknown,yes
1120,30,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,1,-1,0,unknown,no
1121,51,retired,married,primary,no,67,no,no,unknown,18,jun,1,-1,0,unknown,yes
1122,38,technician,divorced,secondary,no,273,yes,no,unknown,20,may,2,-1,0,unknown,no
1123,34,services,single,secondary,no,0,yes,no,cellular,6,may,2,-1,0,unknown,no
1124,60,admin.,married,secondary,no,106,no,no,cellular,21,aug,3,91,1,success,yes
1125,37,management,married,tertiary,no,1276,no,no,cellular,16,nov,1,94,2,success,yes
1126,48,management,married,tertiary,no,1093,yes,yes,cellular,13,oct,2,-1,0,unknown,yes
1127,33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,1,-1,0,unknown,yes
1128,48,management,married,primary,no,247,yes,yes,unknown,14,may,1,-1,0,unknown,no
1129,59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1,-1,0,unknown,yes
1130,32,technician,single,tertiary,no,8047,yes,no,cellular,28,aug,13,-1,0,unknown,no
1131,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,4,-1,0,unknown,yes
1132,45,technician,single,secondary,no,-55,no,no,cellular,16,jul,1,-1,0,unknown,no
1133,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,1,60,3,failure,yes
1134,28,blue-collar,single,secondary,no,171,yes,no,cellular,18,may,2,-1,0,unknown,no
1135,32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,1,-1,0,unknown,yes
1136,29,blue-collar,married,secondary,no,313,yes,yes,unknown,7,may,1,-1,0,unknown,no
1137,30,management,single,tertiary,no,2,yes,yes,cellular,13,may,8,-1,0,unknown,no
1138,41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,3,-1,0,unknown,no
1139,59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,1,-1,0,unknown,no
1140,40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1,-1,0,unknown,yes
1141,48,management,married,tertiary,no,161,yes,no,cellular,20,apr,1,-1,0,unknown,no
1142,51,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,8,-1,0,unknown,no
1143,39,entrepreneur,married,secondary,no,1171,no,yes,cellular,21,nov,2,-1,0,unknown,no
1144,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,1,40,2,failure,yes
1145,33,blue-collar,married,secondary,no,1138,yes,yes,unknown,23,may,1,-1,0,unknown,no
1146,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1,-1,0,unknown,yes
1147,53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,1,342,1,failure,no
1148,53,management,divorced,tertiary,no,2245,no,no,cellular,24,mar,2,-1,0,unknown,no
1149,39,management,married,tertiary,no,937,no,no,cellular,16,apr,4,-1,0,unknown,yes
1150,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,1,323,1,other,yes
1151,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,4,-1,0,unknown,yes
1152,47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,1,118,1,failure,no
1153,29,blue-collar,married,secondary,no,47,yes,yes,cellular,15,may,1,-1,0,unknown,no
1154,33,technician,married,secondary,no,3243,no,no,cellular,12,aug,4,-1,0,unknown,yes
1155,31,management,single,tertiary,no,115,no,no,cellular,17,mar,1,-1,0,unknown,yes
1156,47,management,married,unknown,no,1046,no,no,unknown,9,jun,1,-1,0,unknown,no
1157,37,self-employed,divorced,secondary,no,231,no,no,unknown,6,jun,1,-1,0,unknown,no
1158,76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,1,183,1,success,yes
1159,50,technician,married,secondary,no,0,yes,no,cellular,17,nov,4,168,2,failure,no
1160,34,management,married,tertiary,no,557,yes,no,cellular,16,jul,1,-1,0,unknown,no
1161,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,1,-1,0,unknown,yes
1162,51,management,married,tertiary,no,0,yes,yes,unknown,29,may,5,-1,0,unknown,no
1163,23,unemployed,single,secondary,no,19690,no,no,cellular,3,jul,1,-1,0,unknown,no
1164,55,technician,married,tertiary,no,1097,yes,no,cellular,7,aug,4,-1,0,unknown,no
1165,30,admin.,married,secondary,no,779,yes,no,cellular,4,jun,2,17,3,other,no
1166,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,6,90,1,success,yes
1167,56,blue-collar,married,primary,no,2163,no,no,telephone,31,jul,3,-1,0,unknown,no
1168,23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,1,-1,0,unknown,yes
1169,30,technician,single,secondary,no,930,no,no,cellular,2,jul,1,-1,0,unknown,yes
1170,33,admin.,married,secondary,no,105,yes,no,unknown,26,may,4,-1,0,unknown,no
1171,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,1,-1,0,unknown,yes
1172,42,services,married,primary,no,124,yes,no,cellular,2,feb,2,262,2,failure,no
1173,54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,3,-1,0,unknown,no
1174,48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,2,-1,0,unknown,yes
1175,34,admin.,single,secondary,no,1,no,no,unknown,25,jun,1,-1,0,unknown,no
1176,34,admin.,married,secondary,no,155,no,no,cellular,5,feb,2,-1,0,unknown,yes
1177,35,services,married,secondary,no,152,yes,no,unknown,2,jun,1,-1,0,unknown,yes
1178,56,services,single,secondary,no,-40,yes,no,cellular,15,may,1,368,2,failure,yes
1179,38,services,married,secondary,no,706,no,no,cellular,18,nov,2,-1,0,unknown,no
1180,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1,-1,0,unknown,yes
1181,42,management,married,tertiary,no,-671,no,no,cellular,28,aug,2,-1,0,unknown,no
1182,42,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,1,-1,0,unknown,yes
1183,27,services,single,secondary,no,246,no,no,cellular,17,jun,2,-1,0,unknown,yes
1184,50,services,married,secondary,no,486,yes,no,cellular,5,aug,2,-1,0,unknown,no
1185,38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,2,-1,0,unknown,no
1186,33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,2,329,2,failure,yes
1187,47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,1,-1,0,unknown,yes
1188,46,technician,married,secondary,no,57,no,no,unknown,28,may,1,-1,0,unknown,yes
1189,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,1,-1,0,unknown,yes
1190,40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,apr,1,346,2,failure,no
1191,60,retired,married,unknown,no,209,no,no,cellular,14,aug,3,106,1,failure,yes
1192,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,6,355,1,other,yes
1193,44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,1,-1,0,unknown,yes
1194,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,1,355,2,failure,yes
1195,29,services,married,secondary,no,363,yes,no,cellular,15,may,1,-1,0,unknown,no
1196,40,admin.,single,secondary,no,50,no,no,cellular,15,may,1,-1,0,unknown,yes
1197,31,management,single,tertiary,no,816,yes,no,cellular,26,may,1,40,1,failure,no
1198,36,management,married,tertiary,no,673,yes,no,cellular,16,jul,1,-1,0,unknown,yes
1199,33,management,married,secondary,no,336,no,no,cellular,15,apr,3,-1,0,unknown,yes
1200,32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,4,-1,0,unknown,yes
1201,37,blue-collar,married,primary,no,250,yes,no,cellular,20,apr,3,347,1,failure,no
1202,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,2,-1,0,unknown,yes
1203,45,technician,divorced,secondary,no,-14,no,no,cellular,14,jul,3,-1,0,unknown,no
1204,42,blue-collar,married,secondary,no,54,yes,no,unknown,28,may,1,-1,0,unknown,no
1205,29,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,3,-1,0,unknown,no
1206,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1,209,1,other,yes
1207,74,retired,married,secondary,no,9480,no,no,cellular,21,apr,1,-1,0,unknown,yes
1208,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,1,-1,0,unknown,yes
1209,38,services,single,unknown,no,1610,yes,no,unknown,17,jun,6,-1,0,unknown,no
1210,31,housemaid,married,primary,no,979,no,yes,cellular,18,aug,10,-1,0,unknown,no
1211,28,student,single,tertiary,no,0,no,no,cellular,28,sep,2,105,7,other,yes
1212,44,admin.,married,secondary,no,-372,yes,no,unknown,5,may,1,-1,0,unknown,no
1213,44,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,2,-1,0,unknown,no
1214,45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,1,-1,0,unknown,yes
1215,28,services,single,secondary,no,5090,yes,no,unknown,6,may,3,-1,0,unknown,yes
1216,37,services,single,secondary,no,278,yes,no,unknown,3,jun,3,-1,0,unknown,yes
1217,27,services,single,secondary,no,-195,yes,no,cellular,18,may,1,-1,0,unknown,yes
1218,39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,2,-1,0,unknown,no
1219,41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,1,239,13,failure,yes
1220,50,management,single,tertiary,no,490,no,no,cellular,14,aug,5,-1,0,unknown,no
1221,62,retired,married,primary,no,383,no,no,cellular,10,sep,1,-1,0,unknown,no
1222,31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,3,-1,0,unknown,no
1223,32,blue-collar,married,secondary,no,-205,yes,no,unknown,7,may,1,-1,0,unknown,no
1224,33,management,single,tertiary,no,-144,no,no,cellular,29,jan,1,-1,0,unknown,no
1225,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,4,-1,0,unknown,yes
1226,30,blue-collar,married,secondary,no,3,no,no,cellular,15,may,2,297,1,failure,no
1227,49,management,married,tertiary,no,734,yes,no,cellular,7,may,2,324,3,failure,no
1228,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,1,-1,0,unknown,yes
1229,55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,2,-1,0,unknown,no
1230,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,1,-1,0,unknown,no
1231,77,retired,single,primary,no,300,no,no,cellular,9,sep,1,-1,0,unknown,no
1232,85,retired,married,primary,no,12114,no,no,telephone,12,feb,2,-1,0,unknown,yes
1233,27,student,single,secondary,no,538,no,no,cellular,18,dec,4,197,2,success,yes
1234,29,admin.,single,secondary,no,719,no,no,cellular,30,apr,1,-1,0,unknown,no
